CASENEW,PWT14,SEX,AGEEULR,MARSTA3R,HIQUL15D,ETHUK7R,ILODEFR,STAT3R,FTPTWK,TOTHRS,NSECMJ3R,GOVTOF2,PWT14R
18871,617,2,4,2,1,1,1,1,2,0,2,12,0.897911664119916
18880,1081,2,2,1,3,-8,3,-9,-9,-9,4,6,1.57316452011933
18882,557,2,12,2,-9,1,3,-9,-9,-9,4,2,0.810594484464819
18884,749,1,2,1,3,1,3,-9,-9,-9,4,10,1.09000945936113
18887,486,2,9,1,1,1,3,1,1,-9,1,9,0.707269155206287
18887,620,2,1,1,4,1,3,-9,-9,-9,4,4,0.902277523102671
18892,532,1,6,2,3,1,1,1,1,50,3,7,0.774212326275195
18892,780,1,4,2,3,1,1,1,1,50,3,4,1.13512333551626
18894,754,2,2,1,6,1,3,1,2,-9,3,9,1.09728589099905
18894,477,1,10,1,6,1,3,1,1,-9,3,12,0.694171578258022
18895,534,2,3,1,1,1,1,1,1,40,1,13,0.777122898930365
18897,1224,1,3,1,1,1,1,1,1,38,1,8,1.78127046496398
18897,460,2,10,2,4,1,3,-9,-9,-9,4,10,0.669431710689078
18897,400,1,12,3,-9,1,3,-9,-9,-9,4,2,0.582114531033981
18897,992,1,2,1,3,1,1,1,2,17,4,12,1.44364403696427
18898,515,1,12,2,-9,1,3,1,1,-9,1,9,0.74947245870625
18899,473,2,9,2,4,1,1,1,1,36,1,5,0.688350432947683
18901,560,2,9,2,7,1,3,-9,-9,-9,4,4,0.814960343447573
18902,0,1,12,3,-9,1,3,2,1,-9,2,10,0
18908,611,2,6,2,2,1,1,1,1,38,3,6,0.889179946154406
18914,741,2,3,1,1,1,1,1,1,0,3,6,1.07836716874045
18915,865,1,6,2,5,1,3,1,1,-9,3,6,1.25882267336098
18917,492,1,11,2,1,1,3,1,1,-9,1,9,0.716000873171797
18917,959,1,2,1,1,1,1,1,1,40,1,10,1.39561958815397
18918,890,1,3,2,3,1,1,1,1,38,3,9,1.29520483155061
18919,844,2,1,1,3,1,3,1,1,-9,3,1,1.2282616604817
18923,617,2,10,2,1,1,3,-9,-9,-9,4,9,0.897911664119916
18924,560,1,10,2,3,1,1,1,1,37,1,9,0.814960343447573
18928,421,2,9,1,7,1,3,-9,-9,-9,4,6,0.612675543913265
18930,2694,2,12,3,-9,1,3,-9,-9,-9,4,10,3.92054136651386
18931,600,2,12,3,-9,1,3,-9,-9,-9,4,2,0.873171796550971
18937,516,2,4,2,2,1,1,1,1,42,4,7,0.750927745033835
18937,561,2,3,2,4,1,1,1,1,0,3,12,0.816415629775158
18943,676,1,9,2,1,1,1,1,1,3,1,6,0.983773557447428
18947,597,1,9,2,3,3,1,1,1,38,1,8,0.868805937568217
18948,756,1,4,1,1,1,1,1,1,14,1,9,1.10019646365422
18948,605,1,5,1,3,1,3,1,1,-9,3,4,0.880448228188896
18951,968,2,2,1,2,1,1,1,1,40,3,11,1.40871716510223
18952,782,1,5,2,1,1,1,1,1,40,1,5,1.13803390817143
18954,762,1,8,2,2,1,1,1,1,32,1,10,1.10892818161973
18954,791,1,1,1,4,1,3,-9,-9,-9,4,2,1.1511314851197
18958,429,1,4,1,3,1,1,2,1,30,1,6,0.624317834533945
18960,816,2,7,2,1,1,1,1,2,27,2,6,1.18751364330932
18961,610,2,9,2,4,1,1,1,1,28,2,4,0.887724659826821
18961,779,1,10,2,1,1,1,1,1,30,1,2,1.13366804918868
18963,918,1,9,2,1,4,1,1,1,0,1,7,1.33595284872299
18963,532,1,7,3,1,1,1,2,1,24,1,9,0.774212326275195
18969,575,2,9,2,6,4,3,-9,-9,-9,4,4,0.836789638361348
18970,613,1,9,2,5,1,3,-9,-9,-9,4,10,0.892090518809576
18970,835,1,5,2,4,4,3,1,2,-9,3,9,1.21516408353344
18972,676,1,8,2,1,1,1,1,1,40,1,2,0.983773557447428
18976,679,1,5,1,1,1,1,1,1,58,1,6,0.988139416430183
18978,647,2,6,2,2,1,1,1,1,36,2,7,0.941570253947464
18978,820,2,4,2,2,1,1,1,2,0,3,12,1.19333478861966
18981,680,1,7,2,3,1,1,1,1,40,3,6,0.989594702757768
18982,444,2,1,1,-8,1,3,-9,-9,-9,4,13,0.646147129447719
18988,755,1,6,2,4,1,1,1,1,50,1,7,1.09874117732664
18991,783,1,3,2,2,1,1,1,1,50,3,13,1.13948919449902
18992,935,2,2,1,4,1,3,1,2,-9,3,11,1.36069271629193
18994,601,1,6,2,1,1,1,2,1,45,1,6,0.874627082878556
18995,584,1,8,2,1,1,1,1,1,45,1,7,0.849887215309612
18995,568,1,6,2,3,1,1,1,1,39,3,4,0.826602634068253
18996,1015,1,3,2,5,1,1,1,1,40,3,6,1.47711562249873
18997,666,2,5,2,1,6,1,1,1,48,1,2,0.969220694171578
19000,308,1,12,1,-9,1,3,-9,-9,-9,4,13,0.448228188896165
19001,644,2,1,1,3,1,3,-9,-9,-9,4,9,0.937204394964709
19001,583,2,8,2,4,1,1,1,2,18,3,1,0.848431928982027
19002,693,1,3,1,3,1,1,1,1,48,3,11,1.00851342501637
19003,707,2,8,2,2,1,1,1,2,18,2,13,1.02888743360256
19004,839,2,7,2,1,1,1,1,2,0,1,9,1.22098522884378
19004,562,1,6,1,3,1,1,1,1,48,1,5,0.817870916102743
19006,758,1,1,1,3,7,3,-9,-9,-9,4,11,1.10310703630939
19007,572,1,9,2,4,1,1,2,1,30,2,6,0.832423779378593
19008,648,1,8,2,2,1,1,1,1,45,1,9,0.943025540275049
19009,807,2,3,1,3,1,3,1,1,-9,3,8,1.17441606636106
19011,1374,1,4,1,1,3,3,1,1,-9,2,8,1.99956341410172
19011,621,2,7,2,4,1,1,1,2,18,3,2,0.903732809430255
19012,943,2,3,1,1,1,1,1,1,24,1,8,1.37233500691261
19013,837,2,11,2,6,1,3,1,2,-9,3,6,1.21807465618861
19015,728,1,2,1,6,1,2,-9,-9,-9,4,4,1.05944844648185
19017,586,2,1,1,4,1,3,-9,-9,-9,4,8,0.852797787964782
19017,766,1,8,3,4,1,1,1,1,0,3,4,1.11474932693007
19018,672,1,10,3,4,1,1,1,1,58,1,8,0.977952412137088
19019,551,2,5,2,6,1,1,1,2,5,3,2,0.801862766499309
19023,703,1,6,2,4,1,1,1,1,45,1,9,1.02306628829222
19031,477,1,9,1,3,1,3,1,1,-9,3,1,0.694171578258022
19033,458,2,12,2,-9,1,3,-9,-9,-9,4,6,0.666521138033908
19033,587,1,8,2,4,1,1,1,1,44,3,12,0.854253074292367
19034,581,1,8,1,7,1,1,1,1,30,3,9,0.845521356326857
19035,525,1,11,3,4,1,3,2,1,-9,2,7,0.7640253219821
19036,927,1,4,2,5,1,2,1,1,-9,4,6,1.34905042567125
19040,633,2,3,1,1,1,1,1,2,66,1,12,0.921196245361275
19041,552,2,9,2,3,1,1,1,2,-8,1,2,0.803318052826894
19041,2362,2,12,3,-9,1,3,-9,-9,-9,4,2,3.43738630575566
19041,710,1,5,3,1,1,1,1,1,35,1,11,1.03325329258532
19043,551,2,12,3,-9,1,3,-9,-9,-9,4,9,0.801862766499309
19046,599,1,7,2,5,1,1,1,1,90,1,9,0.871716510223386
19047,480,1,12,2,-9,1,3,-9,-9,-9,4,9,0.698537437240777
19048,623,2,10,2,2,1,3,1,2,-9,1,12,0.906643382085425
19051,480,1,8,2,1,1,1,1,1,38,1,13,0.698537437240777
19053,674,2,2,2,3,7,3,-9,-9,-9,4,5,0.980862984792258
19053,520,1,1,1,5,1,1,1,1,35,3,5,0.756748890344175
19056,488,2,7,2,2,1,1,2,2,0,2,5,0.710179727861457
19057,534,1,11,2,1,1,1,2,2,1,1,6,0.777122898930365
19058,625,1,9,2,1,1,1,2,1,60,1,7,0.909553954740595
19058,618,2,4,1,4,1,3,1,2,-9,3,2,0.899366950447501
19059,2819,1,12,3,-9,1,3,-9,-9,-9,4,7,4.10245215746198
19059,0,1,12,3,4,1,1,1,1,32,3,2,0
19061,1001,2,3,1,5,1,1,1,1,34,1,8,1.45674161391254
19062,559,2,4,1,4,1,3,1,1,-9,1,7,0.813505057119988
19062,683,2,3,1,2,1,1,1,1,32,1,12,0.993960561740522
19063,498,2,10,2,6,1,1,2,1,0,2,11,0.724732591137306
19065,856,1,3,1,3,1,1,1,1,48,2,10,1.24572509641272
19068,627,2,12,3,6,1,1,1,2,4,2,5,0.912464527395765
19068,931,1,6,2,1,1,1,1,1,45,1,11,1.35487157098159
19069,309,2,1,1,6,1,3,-9,-9,-9,4,13,0.44968347522375
19075,566,2,9,1,2,1,3,2,2,-9,1,2,0.823692061413083
19076,632,2,4,2,2,4,3,-9,-9,-9,4,8,0.91974095903369
19076,714,2,6,2,4,1,1,1,1,32,3,2,1.03907443789566
19076,793,2,2,1,3,1,1,1,1,38,2,11,1.15404205777487
19085,700,1,3,1,5,1,1,1,2,21,3,10,1.01870042930947
19086,699,2,7,2,4,1,3,-9,-9,-9,4,7,1.01724514298188
19086,244,1,1,1,4,1,3,-9,-9,-9,4,13,0.355089863930728
19087,517,2,12,2,-9,1,3,-9,-9,-9,4,10,0.75238303136142
19089,507,1,10,2,1,6,1,1,1,35,1,8,0.737830168085571
19090,641,1,10,2,1,1,1,1,1,42,1,9,0.932838535981954
19091,597,2,4,2,1,1,1,1,2,0,1,2,0.868805937568217
19092,1296,1,4,1,3,1,3,2,2,-9,1,8,1.8860510805501
19093,482,1,6,2,1,1,1,2,1,40,1,13,0.701448009895947
19095,777,1,3,1,4,1,1,2,1,84,2,9,1.13075747653351
19095,659,1,10,2,5,5,1,2,1,45,1,8,0.959033689878484
19095,643,1,11,2,4,1,3,-9,-9,-9,4,1,0.935749108637124
19096,669,2,1,1,4,1,1,1,2,8,4,4,0.973586553154333
19099,600,1,4,1,3,1,1,1,1,42,1,12,0.873171796550971
19101,586,2,10,2,6,1,1,2,2,5,2,4,0.852797787964782
19102,798,2,12,2,-9,5,3,-9,-9,-9,4,8,1.16131848941279
19103,386,2,12,2,-9,1,3,-9,-9,-9,4,10,0.561740522447792
19104,743,2,9,2,4,1,1,1,2,28,3,8,1.08127774139562
19105,624,2,8,2,4,1,1,1,1,40,1,2,0.90809866841301
19106,839,2,8,2,4,1,3,1,2,-9,3,5,1.22098522884378
19108,474,2,10,2,5,1,3,1,2,-9,3,9,0.689805719275267
19109,525,2,5,2,2,1,3,1,2,-9,1,9,0.7640253219821
19109,710,2,8,3,3,1,1,1,2,20,3,6,1.03325329258532
19110,646,2,2,1,1,1,1,1,2,35,3,4,0.940114967619879
19110,491,1,7,2,3,1,1,1,1,55,1,4,0.714545586844212
19110,710,1,11,2,3,1,3,1,1,-9,3,12,1.03325329258532
19111,585,2,8,3,4,1,1,1,1,34,3,2,0.851342501637197
19114,589,2,5,2,1,1,1,1,2,4,1,9,0.857163646947537
19114,822,2,4,1,6,1,3,-9,-9,-9,4,6,1.19624536127483
19115,682,1,10,2,6,2,3,1,1,-9,1,6,0.992505275412938
19119,547,2,11,3,6,1,3,1,1,-9,3,2,0.796041621188969
19121,603,2,8,2,3,1,1,1,2,24,1,6,0.877537655533726
19124,924,2,2,1,1,5,1,1,2,16,2,8,1.3446845666885
19126,0,2,12,3,-9,1,3,-9,-9,-9,4,6,0
19127,533,2,11,2,4,1,3,-9,-9,-9,4,4,0.77566761260278
19128,0,1,12,2,-9,1,3,-9,-9,-9,4,7,0
19128,441,1,9,2,2,1,1,1,1,37,1,13,0.641781270464964
19128,785,1,3,1,1,1,1,1,2,35,1,13,1.14239976715419
19129,990,1,3,1,1,1,1,1,1,34,1,8,1.4407334643091
19129,941,1,8,3,1,1,1,1,1,42,1,7,1.36942443425744
19129,571,2,8,2,3,1,1,1,2,16,2,7,0.830968493051008
19129,512,2,4,2,4,1,1,1,2,32,3,12,0.745106599723496
19130,610,1,8,2,3,1,1,2,1,0,2,13,0.887724659826821
19130,493,2,9,2,3,1,1,1,1,30,3,11,0.717456159499382
19131,690,1,10,3,6,1,3,-9,-9,-9,4,5,1.00414756603362
19132,629,1,8,2,4,1,1,1,1,62,1,2,0.915375100050935
19136,508,2,5,2,1,1,1,1,1,0,1,8,0.739285454413156
19136,671,1,9,2,1,1,1,1,1,0,1,7,0.976497125809503
19137,817,1,3,1,1,1,1,2,1,0,1,9,1.18896892963691
19141,566,1,11,2,1,1,1,3,2,3,4,6,0.823692061413083
19143,1051,1,3,1,1,1,3,1,1,-9,4,8,1.52950593029179
19146,645,1,7,1,4,1,1,1,1,40,1,10,0.938659681292294
19147,513,2,5,1,1,1,1,1,1,49,1,8,0.746561886051081
19151,570,2,8,3,4,1,3,-9,-9,-9,4,1,0.829513206723423
19153,540,2,7,1,5,1,1,1,2,14,1,11,0.785854616895874
19154,506,1,11,2,1,1,3,-9,-9,-9,4,7,0.736374881757986
19155,850,1,3,1,4,1,1,1,1,38,2,7,1.23699337844721
19155,464,2,9,3,4,1,1,1,1,51,3,10,0.675252855999418
19157,740,2,10,3,1,1,3,-9,-9,-9,4,2,1.07691188241286
19165,758,1,4,1,6,1,3,1,1,-9,3,9,1.10310703630939
19166,641,1,8,2,4,1,1,1,1,-8,3,6,0.932838535981954
19166,592,2,4,1,4,1,1,1,1,42,2,12,0.861529505930292
19169,544,2,1,1,4,1,3,-9,-9,-9,4,8,0.791675762206214
19169,688,2,2,1,4,1,2,1,2,-9,3,4,1.00123699337845
19170,469,2,5,1,2,1,1,1,1,0,1,9,0.682529287637343
19171,583,2,9,2,4,1,1,2,2,15,2,7,0.848431928982027
19171,475,1,10,2,1,1,3,1,1,-9,1,13,0.691261005602852
19173,593,2,11,3,4,1,1,1,2,0,1,9,0.862984792257877
19176,1065,1,2,1,4,1,1,1,1,55,1,9,1.54987993887797
19176,526,2,11,3,6,1,3,1,2,-9,2,4,0.765480608309685
19177,591,2,11,2,3,1,1,1,2,30,1,10,0.860074219602707
19179,709,1,9,2,2,1,1,1,1,48,3,10,1.03179800625773
19180,783,2,2,1,3,1,1,1,2,24,3,9,1.13948919449902
19181,878,1,2,1,1,1,1,1,1,44,3,6,1.27774139561959
19182,456,2,11,2,6,1,3,2,1,-9,2,10,0.663610565378738
19182,534,2,10,2,4,1,1,1,1,52,3,6,0.777122898930365
19183,508,1,6,1,1,1,1,1,2,0,1,4,0.739285454413156
19184,414,2,12,3,-9,1,3,1,2,-9,2,7,0.60248853962017
19184,588,1,9,3,3,1,1,1,1,40,3,1,0.855708360619952
19186,383,2,12,3,-9,1,3,-9,-9,-9,4,7,0.557374663465037
19187,445,1,10,2,6,1,3,1,1,-9,1,1,0.647602415775304
19192,541,2,11,3,1,1,1,1,2,10,1,8,0.787309903223459
19192,809,2,9,2,2,1,1,2,1,30,1,2,1.17732663901623
19192,356,2,11,2,2,1,1,1,1,56,2,12,0.518081932620243
19195,586,2,4,2,3,3,1,1,2,0,2,7,0.852797787964782
19195,769,2,2,1,2,1,1,1,1,40,3,12,1.11911518591283
19196,629,1,5,2,1,1,1,1,1,32,1,9,0.915375100050935
19199,726,2,6,1,2,1,1,1,1,45,1,8,1.05653787382668
19199,715,2,11,2,4,1,3,1,2,-9,2,2,1.04052972422324
19200,565,2,10,2,6,1,3,1,2,-9,3,9,0.822236775085498
19202,639,1,5,1,1,1,1,1,1,70,1,9,0.929927963326785
19202,636,2,12,3,-9,5,3,-9,-9,-9,4,5,0.92556210434403
19202,0,1,12,2,-9,1,3,-9,-9,-9,4,6,0
19205,620,1,1,1,3,1,3,-9,-9,-9,4,6,0.902277523102671
19206,821,2,7,2,7,3,1,1,1,37,1,6,1.19479007494725
19206,728,2,4,3,3,1,1,2,2,15,2,2,1.05944844648185
19207,675,1,7,2,1,1,1,1,1,48,1,10,0.982318271119843
19210,1372,1,3,1,3,6,3,-9,-9,-9,4,8,1.99665284144655
19210,614,1,12,3,2,1,1,1,1,35,1,9,0.893545805137161
19212,616,1,5,2,4,1,1,1,1,0,2,2,0.896456377792331
19214,487,1,11,2,3,1,1,2,2,21,2,2,0.708724441533872
19216,640,2,11,2,6,1,1,1,1,39,3,9,0.93138324965437
19216,752,1,1,1,3,1,1,1,1,48,2,5,1.09437531834388
19217,865,1,2,1,3,5,3,-9,-9,-9,4,9,1.25882267336098
19217,543,2,3,1,3,1,1,1,2,0,2,5,0.790220475878629
19218,517,2,9,2,1,1,1,1,2,22,1,10,0.75238303136142
19219,492,1,12,2,-9,1,3,-9,-9,-9,4,12,0.716000873171797
19220,980,2,2,1,1,1,1,1,1,16,1,8,1.42618060103325
19222,778,2,8,2,5,1,3,-9,-9,-9,4,7,1.13221276286109
19224,1005,1,3,1,1,1,3,1,1,-9,4,9,1.46256275922288
19224,698,2,5,2,3,3,1,1,1,39,2,6,1.0157898566543
19225,864,2,4,1,3,1,1,2,1,44,2,8,1.2573673870334
19226,541,2,5,2,1,1,1,1,2,21,2,9,0.787309903223459
19229,2634,1,12,3,-9,5,3,-9,-9,-9,4,8,3.83322418685876
19234,802,1,3,1,3,1,1,1,1,47,1,2,1.16713963472313
19239,515,1,12,2,-9,1,3,-9,-9,-9,4,9,0.74947245870625
19243,459,2,10,3,1,1,3,1,1,-9,1,11,0.667976424361493
19245,647,2,5,2,6,1,3,-9,-9,-9,4,6,0.941570253947464
19245,575,2,6,3,7,1,3,1,1,-9,3,4,0.836789638361348
19245,718,2,6,2,3,1,1,1,2,10,2,12,1.044895583206
19247,613,1,10,2,6,1,3,-9,-9,-9,4,2,0.892090518809576
19251,974,2,9,1,1,1,3,1,1,-9,1,12,1.41744888306774
19253,735,2,4,2,5,1,3,1,1,-9,3,9,1.06963545077494
19253,454,2,7,2,5,1,3,-9,-9,-9,4,7,0.660699992723568
19253,654,2,6,2,2,1,3,-9,-9,-9,4,4,0.951757258240559
19253,530,2,11,3,6,1,3,-9,-9,-9,4,2,0.771301753620025
19255,373,2,11,2,1,1,3,2,1,-9,1,7,0.542821800189187
19255,713,1,1,1,4,1,3,-9,-9,-9,4,13,1.03761915156807
19255,987,1,2,1,3,1,1,1,1,35,4,12,1.43636760532635
19256,711,2,6,2,1,1,1,1,1,38,1,2,1.0347085789129
19258,592,1,10,2,3,1,1,1,1,0,3,4,0.861529505930292
19260,720,2,2,1,1,1,1,1,1,31,3,10,1.04780615586117
19261,635,2,9,2,2,1,1,1,2,21,2,9,0.924106818016445
19262,592,1,6,2,5,1,1,1,1,0,1,11,0.861529505930292
19262,447,2,8,2,4,1,1,1,2,19,2,12,0.650512988430474
19264,499,1,11,2,6,1,1,1,1,42,3,11,0.726187877464891
19264,489,1,9,2,6,1,1,1,1,40,3,12,0.711635014189042
19266,595,2,11,3,5,1,3,-9,-9,-9,4,4,0.865895364913047
19267,401,2,12,3,-9,1,3,1,2,-9,3,10,0.583569817361566
19267,649,1,9,1,4,1,3,1,1,-9,2,9,0.944480826602634
19267,628,1,4,1,3,1,1,1,1,40,3,12,0.91391981372335
19272,627,2,6,3,3,1,1,1,1,40,1,8,0.912464527395765
19277,583,1,10,2,3,1,1,1,1,30,3,10,0.848431928982027
19278,675,1,5,3,4,1,1,1,1,50,3,8,0.982318271119843
19279,629,2,4,2,3,1,1,1,2,16,1,9,0.915375100050935
19280,0,1,12,3,-9,1,3,-9,-9,-9,4,2,0
19280,615,2,9,2,1,1,1,1,2,30,1,11,0.895001091464746
19282,808,1,8,3,3,1,1,1,1,44,1,5,1.17587135268864
19283,620,2,12,3,-9,1,3,-9,-9,-9,4,2,0.902277523102671
19284,713,1,8,2,5,1,1,1,1,39,3,2,1.03761915156807
19288,575,2,1,1,5,1,1,1,2,0,4,12,0.836789638361348
19289,651,2,11,2,1,1,3,-9,-9,-9,4,5,0.947391399257804
19290,714,2,3,1,1,1,1,1,1,40,4,10,1.03907443789566
19291,593,1,11,2,3,1,1,2,1,30,2,9,0.862984792257877
19291,647,1,9,2,1,1,1,1,1,57,1,5,0.941570253947464
19292,639,2,11,2,1,1,3,-9,-9,-9,4,5,0.929927963326785
19293,491,2,8,1,1,1,1,1,1,38,1,13,0.714545586844212
19294,710,1,3,1,4,1,3,1,1,-9,3,7,1.03325329258532
19294,563,2,12,3,-9,1,3,-9,-9,-9,4,2,0.819326202430328
19295,594,1,7,2,3,1,1,1,1,35,3,13,0.864440078585462
19301,537,2,8,2,1,1,1,1,1,55,1,12,0.781488757913119
19304,569,2,8,3,5,1,1,1,1,-8,1,4,0.828057920395838
19305,696,1,5,2,4,1,2,1,1,-9,3,1,1.01287928399913
19309,723,2,7,2,1,1,1,1,2,26,1,5,1.05217201484392
19309,750,1,6,3,4,1,1,1,1,0,3,4,1.09146474568871
19310,449,2,7,3,4,1,1,1,1,37,3,12,0.653423561085644
19310,609,2,8,2,4,1,1,1,1,24,2,12,0.886269373499236
19312,691,1,2,1,3,1,1,1,1,0,3,7,1.0056028523612
19317,577,2,4,2,1,3,3,-9,-9,-9,4,5,0.839700211016517
19319,555,2,10,2,1,1,1,1,2,30,1,9,0.807683911809649
19322,409,2,8,2,4,1,3,-9,-9,-9,4,13,0.595212107982246
19325,805,2,10,3,3,7,3,1,1,-9,1,8,1.17150549370589
19325,859,2,5,2,5,4,3,-9,-9,-9,4,2,1.25009095539547
19326,543,2,2,1,3,1,1,1,2,8,4,13,0.790220475878629
19326,715,1,8,2,1,1,1,1,1,60,1,12,1.04052972422324
19327,762,1,6,1,1,7,1,2,2,18,1,8,1.10892818161973
19329,477,1,10,2,4,1,3,1,1,-9,3,12,0.694171578258022
19331,0,2,12,2,-9,1,3,-9,-9,-9,4,6,0
19331,788,1,3,1,5,6,1,1,1,37,3,2,1.14676562613694
19332,592,2,10,2,6,1,3,1,1,-9,3,9,0.861529505930292
19332,720,2,7,3,2,1,1,2,1,50,2,2,1.04780615586117
19332,632,1,7,2,3,1,1,1,1,30,3,1,0.91974095903369
19333,755,2,2,1,4,1,3,-9,-9,-9,4,5,1.09874117732664
19335,637,2,7,1,1,1,1,1,1,0,1,8,0.927017390671615
19335,728,1,5,1,5,1,1,1,2,-8,3,6,1.05944844648185
19336,706,1,6,2,5,1,1,1,1,40,1,9,1.02743214727498
19341,438,2,11,2,6,1,3,-9,-9,-9,4,12,0.637415411482209
19345,406,2,10,2,3,1,3,1,2,-9,1,6,0.590846248999491
19347,498,2,12,2,-9,1,3,-9,-9,-9,4,9,0.724732591137306
19348,782,1,5,2,2,1,1,1,1,38,2,5,1.13803390817143
19348,500,2,2,1,1,1,1,1,1,37,1,13,0.727643163792476
19348,582,1,8,1,5,1,2,1,1,-9,4,11,0.846976642654442
19350,514,1,4,2,2,1,1,1,1,45,3,7,0.748017172378665
19351,900,2,7,1,1,7,1,1,1,19,1,8,1.30975769482646
19352,574,2,6,2,3,1,1,1,2,28,2,2,0.835334352033763
19353,614,1,1,1,3,1,3,1,2,-9,4,10,0.893545805137161
19356,615,2,9,3,3,1,3,1,1,-9,3,12,0.895001091464746
19358,595,2,11,2,3,1,3,1,2,-9,3,9,0.865895364913047
19358,442,2,3,1,1,1,1,1,1,37,1,4,0.643236556792549
19360,666,1,11,2,3,1,3,1,1,-9,1,7,0.969220694171578
19361,684,2,5,1,3,1,1,1,2,37,3,10,0.995415848068107
19362,698,1,12,2,-9,1,3,1,1,-9,1,8,1.0157898566543
19362,426,2,10,2,5,1,1,1,2,35,3,5,0.61995197555119
19366,632,1,9,2,3,1,1,1,1,44,1,6,0.91974095903369
19366,926,2,2,1,1,1,1,1,1,-8,4,2,1.34759513934367
19370,783,2,7,2,3,1,1,1,1,36,3,5,1.13948919449902
19371,474,1,10,2,3,1,1,1,1,55,1,9,0.689805719275267
19373,2774,2,12,3,-9,1,3,-9,-9,-9,4,9,4.03696427272066
19375,761,2,2,1,2,3,3,1,1,-9,4,10,1.10747289529215
19375,552,1,9,3,1,1,1,1,1,46,1,9,0.803318052826894
19377,899,2,2,1,2,1,1,1,1,30,3,2,1.30830240849887
19378,685,2,7,3,4,1,3,1,1,-9,3,5,0.996871134395692
19378,691,2,1,1,4,1,1,1,1,38,2,5,1.0056028523612
19379,624,2,9,3,4,1,1,1,1,40,1,1,0.90809866841301
19380,490,2,7,3,2,1,1,1,1,30,3,9,0.713090300516627
19380,783,2,1,1,3,1,3,-9,-9,-9,4,2,1.13948919449902
19382,711,1,7,1,5,1,3,-9,-9,-9,4,10,1.0347085789129
19383,632,2,2,1,3,1,3,1,2,-9,4,5,0.91974095903369
19383,523,2,10,2,3,1,3,-9,-9,-9,4,11,0.76111474932693
19385,629,1,1,1,4,1,3,-9,-9,-9,4,6,0.915375100050935
19386,724,2,1,1,4,1,1,1,1,36,3,11,1.05362730117151
19387,669,2,8,2,1,1,1,1,1,27,1,6,0.973586553154333
19390,1012,1,2,1,6,1,2,-9,-9,-9,4,6,1.47274976351597
19391,628,1,6,2,1,1,1,1,1,50,1,9,0.91391981372335
19391,703,2,5,1,6,1,1,1,1,25,1,8,1.02306628829222
19393,584,1,11,2,2,1,3,-9,-9,-9,4,8,0.849887215309612
19394,841,2,11,2,1,1,3,-9,-9,-9,4,6,1.22389580149894
19394,596,2,6,3,5,1,3,-9,-9,-9,4,4,0.867350651240632
19394,785,1,2,1,3,1,1,1,1,46,1,2,1.14239976715419
19398,438,2,1,1,6,1,3,-9,-9,-9,4,5,0.637415411482209
19400,611,2,6,2,7,1,1,1,2,23,3,6,0.889179946154406
19401,540,2,7,3,1,1,1,1,1,37,1,11,0.785854616895874
19402,529,1,12,3,-9,1,3,-9,-9,-9,4,10,0.76984646729244
19404,725,1,7,1,3,1,1,1,1,38,3,6,1.05508258749909
19405,743,2,2,1,2,1,1,1,1,0,2,2,1.08127774139562
19405,828,1,1,1,4,1,3,-9,-9,-9,4,12,1.20497707924034
19406,559,1,10,2,1,1,1,1,1,50,1,9,0.813505057119988
19408,757,1,4,2,3,5,1,1,1,40,2,9,1.10165174998181
19409,609,1,8,2,3,1,1,1,1,52,1,2,0.886269373499236
19410,546,2,12,2,-9,1,3,-9,-9,-9,4,11,0.794586334861384
19412,680,2,8,3,3,1,3,1,2,-9,3,1,0.989594702757768
19417,814,2,2,1,3,1,3,1,2,-9,4,5,1.18460307065415
19417,623,1,3,2,4,1,1,1,2,21,3,13,0.906643382085425
19421,599,2,8,2,1,1,1,1,1,0,1,7,0.871716510223386
19421,482,2,6,2,4,1,1,1,2,32,1,7,0.701448009895947
19422,661,2,10,3,4,1,1,1,1,-9,3,6,0.961944262533654
19423,588,2,6,2,4,1,1,2,2,0,2,4,0.855708360619952
19428,616,1,6,3,2,1,1,2,1,0,1,2,0.896456377792331
19429,363,2,9,2,4,1,1,1,2,0,3,1,0.528268936913338
19430,536,2,5,2,4,1,1,1,2,30,1,9,0.780033471585534
19433,632,2,5,1,2,6,1,1,1,45,1,10,0.91974095903369
19433,600,2,1,1,3,1,1,1,2,16,4,12,0.873171796550971
19435,588,2,10,3,5,1,1,1,2,8,3,12,0.855708360619952
19436,603,2,11,3,6,1,3,-9,-9,-9,4,10,0.877537655533726
19436,555,2,3,1,6,1,1,1,1,0,3,1,0.807683911809649
19438,357,2,10,2,6,1,3,1,1,-9,3,13,0.519537218947828
19439,761,1,8,2,3,1,1,2,1,0,2,5,1.10747289529215
19440,733,2,2,1,2,1,3,1,2,-9,4,5,1.06672487811977
19446,724,2,7,2,4,1,1,1,1,37,2,7,1.05362730117151
19447,514,1,8,2,1,1,1,2,1,40,2,7,0.748017172378665
19448,499,1,12,2,-9,1,3,-9,-9,-9,4,2,0.726187877464891
19449,559,2,8,1,1,1,1,1,1,38,1,8,0.813505057119988
19449,417,2,11,2,3,1,1,1,1,0,1,12,0.606854398602925
19454,977,2,8,2,3,1,3,1,1,-9,1,7,1.4218147420505
19457,465,2,12,3,-9,1,3,-9,-9,-9,4,6,0.676708142327003
19459,881,1,2,1,4,1,1,1,1,40,2,5,1.28210725460234
19460,586,2,6,2,4,1,1,1,2,20,2,7,0.852797787964782
